No.,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,"INGRESOS OPERACIONALES
2018*",GANANCIA (PERDIDA) 2018,TOTAL ACTIVOS 2018,TOTAL PASIVOS 2018,TOTAL PATRIMONIO 2018,"INGRESOS OPERACIONALES
2017*",GANANCIA (PERDIDA) 2017,TOTAL ACTIVOS 2017,TOTAL PASIVOS 2017,TOTAL PATRIMONIO 2017,GRUPO EN NIIF
752,900055635,INVERSIONES LIGOL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,176818323,2081755,45584255,14752121,30832134,161715970,2296637,42865721,11251017,31614704,NIIF PYMES-GRUPO 2
753,811018676,JOHN URIBE E HIJOS S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",COMERCIO,176487207,-2961673,167631873,128133105,39498768,217014379,810597,133113371,90652930,42460441,NIIF PYMES-GRUPO 2
754,890900259,COLTEJER S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,C1312 - Tejeduria de productos textiles,MANUFACTURA,176428000,-28981000,951566000,437539000,514027000,212580000,-24747000,955148000,412458000,542690000,NIIF PLENAS-GRUPO 1
755,900713658,CNE OIL & GAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0620 - Extracción de gas natural,MINERO-HIDROCARBUROS,176346884,37150638,816384395,734291321,82093074,127698486,-98929754,656414168,652344277,4069891,NIIF PLENAS-GRUPO 1
756,830068119,VITALIS SACI,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,176045003,1487269,231190508,147709488,83481020,119694853,-7190693,231373596,172798219,58575377,NIIF PLENAS-GRUPO 1
757,860000656,HMV INGENIEROS LTDA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,SERVICIOS,175849339,4073702,190162295,103676644,86485651,205423352,10251389,199554124,116690231,82863893,NIIF PLENAS-GRUPO 1
758,890301054,TORRECAFE AGUILA ROJA Y CIA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"C1062 - Descafeinado, tostión y molienda del café",MANUFACTURA,175510822,15261406,192892233,46670187,146222046,170713909,13727278,196014333,27933890,168080443,NIIF PYMES-GRUPO 2
759,890900535,KELLOGG DE COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,175349618,5205511,130011216,54242767,75768449,186957999,4301584,137510528,66947590,70562938,NIIF PLENAS-GRUPO 1
760,890306372,ELECTROJAPONESA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,COMERCIO,174926713,1228437,139724265,113752015,25972250,192873712,1859108,126374542,107862315,18512227,NIIF PYMES-GRUPO 2
761,860001584,MECANELECTRO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco",COMERCIO,174884634,7959557,204405388,90155195,114250193,165163712,4938538,190376706,84086078,106290628,NIIF PLENAS-GRUPO 1
762,890922586,Texcomercial - Texco SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,G4690 - Comercio al por mayor no especializado,COMERCIO,174826631,1675031,60003090,34663560,25339530,180784858,63328,70511783,46973878,23537905,NIIF PLENAS-GRUPO 1
850,900386417,IDEMIA COLOMBIA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,C1811 - Actividades de impresión,MANUFACTURA,155849872,23905578,148532883,60826295,87706588,123984233,11645316,114687262,39770253,74917009,NIIF PLENAS-GRUPO 1
763,800125639,KENWORTH DE LA MONTAÑA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",COMERCIO,174717255,-3390349,283114889,181605891,101508998,150572185,-2082663,233140437,142372529,90767908,NIIF PLENAS-GRUPO 1
764,800023551,CI INTERAMERICAN CONMINAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,174690963,-1302977,99855736,77163336,22692400,123517610,967000,77695068,59991160,17703908,NIIF PLENAS-GRUPO 1
765,835001216,EL GRAN LANGOSITNO SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"G4723 - Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",COMERCIO,174378062,5164948,58232518,39834353,18398165,153801758,3261405,41083998,27850781,13233217,NIIF PYMES-GRUPO 2
766,830013774,INDRA COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",SERVICIOS,174308948,10094733,131608049,75698586,55909463,139960811,7289356,99621373,53806642,45814731,NIIF PLENAS-GRUPO 1
767,890302955,RECAMIER S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,174167554,9373822,150393991,97952170,52441821,160174705,6865907,135561441,92307373,43254068,NIIF PYMES-GRUPO 2
768,800198591,BRANCH OF MICROSOFT COLOMBIA INC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",SERVICIOS,174023420,16755974,88614432,66912059,21702373,171018093,15094560,73836593,53795634,20040959,NIIF PLENAS-GRUPO 1
769,890302629,CONSTRUCTORA MELENDEZ S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,173928402,1735105,303076668,216354362,86722306,103994243,-3877247,261565025,174899120,86665905,NIIF PLENAS-GRUPO 1
770,860036884,ERNST & YOUNG SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"M6920 - Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",SERVICIOS,173537850,19271490,66423060,35990057,30433003,143818004,15388128,60139257,36372049,23767208,NIIF PLENAS-GRUPO 1
771,830039568,ASTRAZENECA COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,173519760,7107676,110225012,79412669,30812343,164944155,9524504,91033081,67328414,23704667,NIIF PLENAS-GRUPO 1
772,860030605,FIRMENICH S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2029 - Fabricación de otros productos químicos n.c.p.,MANUFACTURA,173241934,11342771,130151565,98941560,31210005,186740257,12632707,122729281,96862047,25867234,NIIF PLENAS-GRUPO 1
773,800208785,CONGELADOS AGRICOLAS SA CONGELAGRO SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C1020 - Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",MANUFACTURA,173221605,8937508,96861889,28650371,68211518,160524614,3475244,88330377,29056367,59274010,NIIF PLENAS-GRUPO 1
774,900402080,FRESENIUS KABI COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,172850853,5855619,134083697,66047663,68036034,132800688,12270628,118325592,56304058,62021534,NIIF PLENAS-GRUPO 1
775,890802586,ARME S.A.,SUPERSOCIEDADES,Eje Cafetero,CALDAS,CHINCHINA-CALDAS,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,MANUFACTURA,172718463,468317,100649549,70265382,30384167,168206449,984803,100920507,70380183,30540324,NIIF PLENAS-GRUPO 1
776,900078103,COMBUSTIBLES HYR LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,172293640,1082934,56796624,43775663,13020961,171946631,251942,56488797,44853515,11635282,NIIF PYMES-GRUPO 2
777,890400080,CABOT COLOMBIANA S.A.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,C1921 - Fabricación de productos de la refinación del petróleo,MANUFACTURA,171966761,7610398,117220999,60630123,56590876,123372794,1829160,105649580,56669102,48980478,NIIF PLENAS-GRUPO 1
778,890318919,VALLECILLA B Y VALLECILLA M,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,G4690 - Comercio al por mayor no especializado,COMERCIO,171932667,5257425,240990617,158660919,82329698,156394483,9451316,221227555,142937865,78289690,NIIF PLENAS-GRUPO 1
779,830022462,ORICA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,MANUFACTURA,171751528,10892036,121216309,59913348,61302961,152902764,9452261,94648002,27865023,66782979,NIIF PLENAS-GRUPO 1
780,890903910,RADIO CADENA NACIONAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6010 - Actividades de programación y transmisión en el servicio de radiodifusión sonora,SERVICIOS,171339737,-71165118,346774331,56382640,290391691,168319727,-35020815,417612566,51122127,366490439,NIIF PLENAS-GRUPO 1
781,800175457,PANAMERICANA FORMAS E IMPRESOS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1811 - Actividades de impresión,MANUFACTURA,171156740,9950053,292907667,62276692,230630975,158478145,8287964,338770091,118089169,220680922,NIIF PYMES-GRUPO 2
782,811020804,CONALTURA CONSTRUCCION Y VIVIENDA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,170784845,6190119,393218707,305245355,87973352,104873390,9772833,280266071,196553254,83712817,NIIF PLENAS-GRUPO 1
783,860013704,"""GASES INDUSTRIALES DE COLOMBIA S.A. """,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C2011 - Fabricación de sustancias y productos químicos básicos,MANUFACTURA,170480929,16735538,274570249,69725345,204844904,170569605,14882613,268644719,70148994,198495725,NIIF PLENAS-GRUPO 1
784,800057310,NEC DE COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,169736724,2054386,192019749,186137430,5882319,169365876,-36572616,170817008,164608927,6208081,NIIF PLENAS-GRUPO 1
785,890480110,CCF CARTAGENA,SUPERSALUD,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,Q8699- Otras actividades de atencion de la salud humana,SERVICIOS,169609238.17,-5119889.38,113042614.55,213765822.81,-100723208.26,165159851.12,-18707036.06,121003801.34,224226538.54,-103222737.2,NIIF PYMES-GRUPO 2
786,900521357,JMV CONSTRUKTORA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,169583639,13233737,141324914,115454065,25870849,179179,179179,77442922,62070916,15372006,NIIF PYMES-GRUPO 2
787,800059030,AGRICOLA EL RETIRO S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,A0122 - Cultivo de plátano y banano,AGROPECUARIO,169163843,2266043,296170308,109373864,186796444,165260176,16515939,269948275,85417874,184530401,NIIF PLENAS-GRUPO 1
788,830126395,Américas Business Process Services S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,169064685,-3922017,71277088,31953417,39323671,166778894,-4755059,70939058,27574365,43364693,NIIF PLENAS-GRUPO 1
789,800015583,COLSOF S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",COMERCIO,169035647,3683302,76290359,46492553,29797806,134898525,2297624,84110754,59944083,24166671,NIIF PYMES-GRUPO 2
790,900255181,HOGAR Y MODA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"G4754 - Comercio al por menor de electrodomésticos y gasodomésticos de uso doméstico, muebles y equipos de iluminación",COMERCIO,168961103,9588410,150023240,100947812,49075428,152984878,5050229,115226095,75709639,39516456,NIIF PYMES-GRUPO 2
791,800248617,"""RUQUIM S.A.S.
""
""RUQUIM S.A.S.
""",SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,168776277,3481855,34926725,17923325,17003400,166783328,2238567,37447668,23926123,13521545,NIIF PYMES-GRUPO 2
792,800067861,COMPAÑIA IBEROAMERICANA DE PLASTICOS  SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MADRID-CUNDINAMARCA,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,168642423,20696073,346022786,96307518,249715268,139413821,12132780,338285084,109266957,229018127,NIIF PLENAS-GRUPO 1
793,890323239,SUMMAR TEMPORALES SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,167434787,827511,25925152,20098759,5826393,141689521,323266,21175307,15864064,5311243,NIIF PLENAS-GRUPO 1
794,900054711,"""EPK KIDS SMART SAS",SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,COMERCIO,166907747,5323017,173815098,111760099,62054999,157169567,15648706,167178724,110446742,56731982,NIIF PLENAS-GRUPO 1
795,860001963,PROTELA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1312 - Tejeduría de productos textiles,MANUFACTURA,166810967,-539405,364709611,150611087,214098524,151593111,-8385110,363376697,148822710,214553987,NIIF PLENAS-GRUPO 1
796,800166199,DELTEC SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,SERVICIOS,166490109,8341642,122378775,73402679,48976096,139364878,3753866,99476951,57537215,41939736,NIIF PYMES-GRUPO 2
797,900087151,CARTAGENA II SA,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,166313412,149373250,1126924945,191303360,935621585,212681279,184698570,1148642597,130906520,1017736077,NIIF PLENAS-GRUPO 1
798,900913341,NUEVO AEROPUERTO DE BARRANQUILLA SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,166228341,5906967,72730280,62232211,10498069,66382323,2683199,60063919,55472818,4591101,NIIF PYMES-GRUPO 2
799,800136561,URBANIZADORA SANTAFE DE BOGOTA URBANSA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,166196236,18389825,350914861,223141352,127773509,125289867,11831560,263546422,144620703,118925719,NIIF PLENAS-GRUPO 1
800,890206051,ORGANIZACION SERVICIOS Y ASESORIAS SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,165231433,1409432,30817051,18385307,12431744,160064868,1600304,28342779,16563612,11779167,NIIF PYMES-GRUPO 2
801,900020155,INVERSIONES MERCA Z SA,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,TUMACO-NARINO,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",COMERCIO,165191905,2486362,30068290,20802927,9265363,168151583,1635407,31226810,23953276,7273534,NIIF PYMES-GRUPO 2
802,860502105,IN BOND GEMA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",COMERCIO,164945152,-12983735,103888593,115698264,-11809671,190552280,-5186139,121184492,120010428,1174064,NIIF PLENAS-GRUPO 1
803,805029321,CARIBE SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,JAMUNDI-VALLE,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",COMERCIO,164939526,1687343,41628958,25353997,16274961,150921479,1052587,39791727,25204110,14587617,NIIF PLENAS-GRUPO 1
804,830106920,LABORATORIOS BIOPAS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,164900207,6565888,181124611,112036247,69088364,175970644,6190161,159598644,97076166,62522478,NIIF PLENAS-GRUPO 1
805,811021654,Internexa S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,J6110 - Actividades de telecomunicaciones alámbricas,SERVICIOS,164180940,-64222838,375329639,303074981,72254658,171608722,-8373079,451864235,298814272,153049963,NIIF PLENAS-GRUPO 1
806,900129967,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,163941135,13423278,859871572,71577887,788293685,141981009,144659773,787201402,67122688,720078714,NIIF PLENAS-GRUPO 1
807,809002625,INTERNACIONAL DE ELECTRICOS S.A.S.,SUPERSOCIEDADES,Otros,TOLIMA,IBAGUE-TOLIMA,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",COMERCIO,163908181,4484641,90858783,39903219,50955564,152164751,4499258,82281446,35380022,46901424,NIIF PLENAS-GRUPO 1
808,860020308,COMESTIBLES RICOS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,163791840,10309550,108743809,42274927,66468882,154273335,10379045,100416550,36813197,63603353,NIIF PYMES-GRUPO 2
809,900324176,CARIBBEAN ECO SOAPS USUARIO INDUSTRIAL DE BIENES Y SERVICIOS UIBSS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA-MARTA-MAGDALENA,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,163140445,14065273,146189695,96138183,50051512,154822417,14602878,104923694,68937455,35986239,NIIF PYMES-GRUPO 2
810,830058533,HUNTSMAN COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,163133808,16273842,116149365,20894751,95254614,156237202,6970482,112488238,33512780,78975458,NIIF PLENAS-GRUPO 1
811,811000761,MINERA EL ROBLE SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,B0729 - Extracción de otros minerales metalíferos no ferrosos n.c.p.,MINERO-HIDROCARBUROS,162789025,21831342,122919097,64170138,58748959,171755483,9368542,99905351,50561908,49343443,NIIF PLENAS-GRUPO 1
812,900058852,DIALSA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,162420776,2035580,52825848,36679350,16146498,154006772,861525,55516338,41405420,14110918,NIIF PYMES-GRUPO 2
813,890905022,CONVEL S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,162338925,1709618,105169802,66221465,38948337,179681409,5087009,75549569,36838738,38710831,NIIF PLENAS-GRUPO 1
814,900453688,RECAUDO BOGOTA SAS - EN REORGANIZACION,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,H4921 - Transporte de pasajeros,SERVICIOS,162030416,-8555653,531113382,508435452,22677930,153378558,-3859231,482381205,459034902,23346303,NIIF PLENAS-GRUPO 1
815,860000762,LADRILLERA SANTAFE S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2392 - Fabricación de materiales de arcilla para la construcción,MANUFACTURA,161985936,-5410824,433456455,140052803,293403652,163417404,-1072619,442603839,133256248,309347591,NIIF PYMES-GRUPO 2
816,901089852,Agregados Argos S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,161750948,2097705,52396592,46446604,5949988,57625732,-2402838,32728051,28830889,3897162,NIIF PLENAS-GRUPO 1
817,900447078,MOTA ENGIL ENGENHARIA E CONSTRUCAO S.A SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,161548976,8051517,210610710,207292954,3317756,77944958,702176,143677174,148410935,-4733761,NIIF PLENAS-GRUPO 1
818,800169352,MERCADEO Y MODA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,161494942,-2865646,209884291,171186477,38697814,158843029,-1873880,215382755,177737710,37645045,NIIF PLENAS-GRUPO 1
819,860020369,SU OPORTUNO SERVICIO LTDA,SUPERVIGILANCIA,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,N8010 - Actividades de seguridad privada,SERVICIOS,161466190,3467559,67014328,32303645,34710683,145813203,2394433,68775128,28966660,39808468,NIIF PLENAS-GRUPO 1
820,900103833,CI METALES LA UNION SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,DOS-QUEBRADAS-RISARALDA,"G4665 - Comercio al por mayor de desperdicios, desechos y chatarra",COMERCIO,161333515,5097608,26070015,17773786,8296229,177590684,4532173,20109059,12831482,7277577,NIIF PYMES-GRUPO 2
821,890932424,SP INGENIEROS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,161330160,27222100,466151253,202138565,264012688,211700785,8696120,370108777,147450827,222657950,NIIF PLENAS-GRUPO 1
822,891301549,NUTRIENTES AVICOLAS SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,A0145 - Cría de aves de corral,AGROPECUARIO,160917223,2046237,169300086,117708981,51591105,156733385,1785358,144919469,99333799,45585670,NIIF PLENAS-GRUPO 1
823,800121199,HIERROS HB SA,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,DOS-QUEBRADAS-RISARALDA,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,160830511,3870800,52191023,36473728,15717295,135985431,3070328,44814895,30930145,13884750,NIIF PLENAS-GRUPO 1
824,805009691,JGB S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,160642022,-14676631,103793317,65108773,38684544,179433778,6139326,113542443,54613485,58928958,NIIF PYMES-GRUPO 2
825,801002644,MATERIALES EMO S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,160523238,3982958,139759196,89997905,49761291,168713662,7823773,112558799,66780021,45778778,NIIF PLENAS-GRUPO 1
826,860006127,CI SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,MANUFACTURA,160108905,9563709,115687198,38512355,77174843,144130814,9058252,112048834,41492134,70556700,NIIF PYMES-GRUPO 2
827,860000760,LABORATORIOS SYNTHESIS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,160011054,23437878,143509865,37265163,106244702,165017221,23451271,131054434,48247610,82806824,NIIF PLENAS-GRUPO 1
828,890913990,JIRO SA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,159503866,425800,20238785,11864899,8373886,151008355,594635,19781055,11832970,7948085,NIIF PYMES-GRUPO 2
